baseline_version,jp_term,cn_term,category,count,classification,applicability,source_authority,source_hash,reason,examples,origin
photonflowers-ex-terms-v1.0,クリスマス,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00058170 | 純夏 | 【純夏】「だってさ、<03>クリスマスの時とかすごく優しかったから…<03>…<03>もっと色々あると思ったんだもん」<01> || pf:static:photonflowers11.rio:487194916:00063524 | 純夏 | 【純夏】「そうだよー。<0A>クリスマスの時１回だけじゃない、<03>デートしたの。<0A>あの時のタケルちゃん、<03>凄く優しくて…<03>…<03>」<01> || pf:static:photonflowers11.rio:487716956:00124629 | 純夏 | 【純夏】「あ、<03>うん…<03>…<03>…<03>…<03>あ、<03>これ、<03>タケルちゃんにもらったやつだ。<0A>ほらほら、<03>クリスマスのやつ、<03>覚えてる？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,コイツ,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1097218736:00039014 | 武 | 【武】「それじゃ、<03>オレはコイツを頂いてから寝るとするかな」<01> || pf:static:photonflowers11.rio.002:1602830768:00125849 |  | くそっ…<03>…<03>今すぐにでもコイツを渡してしまいたい。<01> || pf:static:photonflowers11.rio.002:1602830768:00178947 |  | いかんいかん、<03>コイツを忘れてた。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ゴルバン,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1366349532:00049390 | 武 | 【武】「昔さ、<03>ＴＶで『宇宙書記長ゴルバン』っていう番組があったんだけど…<03>…<03>それに出てくる宇宙テロリスト」<01> || pf:static:photonflowers11.rio.002:1366349532:00049804 | 壬姫 | 【壬姫】「宇宙書記長？　ゴルバン？」<01> || pf:static:photonflowers11.rio:487283344:00073390 | たける | 【たける】「うちゅうしょきちょう！　ゴルバン！！　じょうちゃ────」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,サイン,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1238534540:00054822 |  | そうだよな…<03>…<03>別に大げんかするほどのことでもないし。<0A>仲直りのサインってやつか？<01> || pf:static:photonflowers11.rio.002:1602830768:00087099 |  | 先輩は、<03>白いのはさすがに寂しいだろ？　なんて、<03>ガラにも無いこと言ってたから、<03>デカデカとサインしてやったけどな。<01> || pf:static:photonflowers11.rio.002:1602830768:00176893 | 武 | 【武】「お？　なら１発サインを頼む！　将来高値が付いたら売っぱらうから！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ショウガ,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487716956:00104541 | 慧 | 【慧】「…<03>…<03>紅ショウガ」<01> || pf:static:photonflowers11.rio:487716956:00104731 |  | 紅ショウガの漬け汁もしっかりきってある…<03>…<03>さすがだね。<01> || pf:static:photonflowers11.rio:487716956:00131939 |  | 紅ショウガはあげないよ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ストップ,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00061956 | 武 | 【武】「ストップ、<03>ストップだっ！！　それ以上はいかん！　その方向はまだ早いと思うぞ！」<01> || pf:static:photonflowers11.rio:487194916:00061956 | 武 | 【武】「ストップ、<03>ストップだっ！！　それ以上はいかん！　その方向はまだ早いと思うぞ！」<01> || pf:static:photonflowers11.rio.002:1322667676:00112678 | 夕呼 | 【夕呼】「はい、<03>ストップ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,タイミング,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00068628 |  | こういう照れる話は、<03>朝の方がしやすいんだ。<0A>心の準備したりタイミングとかあれこれ考えなくて済むし…<03>…<03>。<01> || pf:static:photonflowers11.rio.002:30631052:00105600 |  | さっきの純夏じゃないけど、<03>タイミングを逃して言いづらくなってから、<03>みんなには何となく後ろめたい気持ちはあったが…<03>…<03>。<01> || pf:static:photonflowers11.rio.002:1391025672:00080939 | 慧 | 【慧】「違う。白銀のせいで鑑が来るタイミングが早くなったのが原因」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,チャンス,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:969768164:00012125 |  | これはチャンスだろ？　どう考えても、<03>お節介焼きの神様のお慈悲だろ？<01> || pf:static:photonflowers11.rio.002:1391025672:00124617 | 福引係 | 【福引係】「さあさあ、<03>遠慮なさらずに！　この福引きは先着１名様限りのものなのです！　このチャンスを逃す手はございません！」<01> || pf:static:photonflowers11.rio:487890932:00164531 | 銀行強盗１ | 【銀行強盗１】「これだけの騒ぎを起こしたんだ……裁判になればマスコミも注目する。動機を証言するチャンスもある」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,トラブル,,ordinary_or_context_collision,3,contextual,translate in sentence; not frozen as a chapter term,origin/main glossary checked + JP context,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,exact string match is not a context-applicable terminology match,pf:static:photonflowers11.rio.002:30631052:00091090 |  | …<03>…<03>いや、<03>ないない。<0A>トラブル大好物のあの人に限ってそれは絶対ない。<01> || pf:static:photonflowers11.rio.002:1238534540:00042144 | 千鶴 | 【千鶴】「ホント、<03>よくよくトラブル持ち込んでくれるわねえ…<03>…<03>」<01> || pf:static:photonflowers11.rio.002:1322667676:00072082 |  | 分かり切ってるな。トラブルに首を突っ込むのが大好物だからだ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ドバーッ,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00060720 | 純夏 | 【純夏】「いいよ…<03>…<03>タケルちゃん…<03>…<03>ドバーッと来て！」<01> || pf:static:photonflowers11.rio:487194916:00064928 | 武 | 【武】「…<03>…<03>激しくドバーッてのは？」<01> || pf:static:photonflowers11.rio:487194916:00065110 | 純夏 | 【純夏】「遊園地でジェットコースターとか！　激しくドバーッと発散できるよっ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ハンカチ,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487590408:00098961 |  | それに…<03>…<03>今日部活で使おうと思っていたタオルとハンカチ。<01> || pf:static:photonflowers11.rio:487716956:00124383 | 武 | 【武】「だ～、<03>うるせ～！　さっさと純夏がハンカチ出せばいいだろうが！！」<01> || pf:static:photonflowers11.rio:487716956:00125705 | 純夏 | 【純夏】「はい、<03>ハンカチ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,バッチリ,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00072892 |  | 心はバッチリ決まってるんだけどな。<01> || pf:static:photonflowers11.rio.002:30631052:00070422 |  | 昨日あれからコンビニ行って「YOKOHAMAスカイウォーカー」仕入れてきたしな、<03>映画情報もバッチリだ。<01> || pf:static:photonflowers11.rio.002:1602830768:00138691 |  | そんなことをしたら、<03>月詠さんから冥夜にバッチリ報告が行って、<03>オレは女々しいヤツだと冥夜に笑われるだろう。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,バランス,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487590408:00100349 |  | …<03>…<03>…<03>…<03>眉毛にバランスをあわせて、<03>目を少し離して…<03>…<03>そうだ、<03>目を下のほうに下げると生物学的にかわいいっていう記号だって聞いたことがあるわ！<01> || pf:static:photonflowers11.rio:487716956:00143327 | 慧 | 【慧】「ヤキソバは総合健康バランス食」<01> || pf:static:photonflowers11.rio:487716956:00147185 | 慧 | 【慧】「ヤキソバは総合健康バランス食」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,バレンタイン,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1097218736:00019494 |  | そうか…<03>…<03>２月１４日…<03>…<03>バレンタインか。<01> || pf:static:photonflowers11.rio.002:1097218736:00026336 | 武 | 【武】「でも、<03>バレンタインにチョコはわかるがケーキって…<03>…<03>随分とまた…<03>…<03>」<01> || pf:static:photonflowers11.rio.002:1097218736:00026728 | 純夏 | 【純夏】「記念すべき最初のバレンタインだもん！　そりゃあわたしだって…<03>…<03>頑張っちゃうよ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,バーカバーカバーカ,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487283344:00123398 | 純夏 | 【純夏】「バーカバーカバーカ！」<01> || pf:static:photonflowers11.rio:487417908:00116331 | 純夏 | 【純夏】「や～い、<03>タケルちゃんのバーカバーカバーカ」<01> || pf:static:photonflowers11.rio:487417908:00143897 | 純夏 | 【純夏】「や～い、<03>バーカバーカバーカ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ヘン,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1238534540:00063816 | 柏木 | 【柏木】「…<03>…<03>ヘンな喧嘩だね」<01> || pf:static:photonflowers11.rio.002:1391025672:00140345 | 純夏 | 【純夏】「あははっ！　タケルちゃん顔ヘン！」<01> || pf:static:photonflowers11.rio:487890932:00155803 | 銀行強盗２ | 【銀行強盗２】「ああ……けどよ、こいつ……絶対ヘンだよ。人質の自覚ねぇーよ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ムカツク,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487283344:00084804 |  | 冗談で言ったのに、<03>ムカツクよ。<01> || pf:static:photonflowers11.rio:487283344:00118242 |  | なんだかちょっとムカツクけど…<03>…<03>こういうのは楽しいからいいのかなって…<03>…<03>…<03>…<03>許せちゃう。<01> || pf:static:photonflowers11.rio:487283344:00119948 |  | …<03>…<03>…<03>…<03>なんかムカツクけど…<03>…<03>でも…<03>…<03><01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,モタモタ,,ordinary_katakana_or_sound,3,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00118122 | 夕呼 | 【夕呼】「何いってんのよ。<0A>あんたがモタモタしてるから手伝ってあげたんじゃない」<01> || pf:static:photonflowers11.rio.002:1533930220:00031357 |  | やべっ！　モタモタしてたらバイトに遅れちまうっ！<01> || pf:static:photonflowers11.rio:487890932:00146035 | 銀行強盗１ | 【銀行強盗１】「こいつがモタモタしているから逃げ遅れて包囲されちまったんだよッ！」<01>,mechanical_scan_reviewed
