"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"2728","pm:static:photonmelodies11.rio.003:1347879948:00145183","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","","な…<03>…<03>なんというスタミナ…<03>…<03>。
沸き出でる戦術機への愛情はさながらＢＥＴＡの如し…<03>…<03>。
そ…<03>…<03>底の見えぬお人よ…<03>…<03>。<01>","好……<03>……<03>好惊人的体力……<03>……<03>。
她对战术机喷涌不尽的爱，简直就像BETA一样……<03>……<03>。
真……<03>……<03>真是个深不可测的人……<03>……<03>。<01>"
"2729","pm:static:photonmelodies11.rio.003:1347879948:00145699","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ルナテレジア","【ルナテレジア】「――ところで清十郎君、<03>米軍機に興味はお持ち？」<01>","【露娜特蕾西娅】「――话说，清十郎，<03>你对美军的机体感兴趣吗？」<01>"
"2730","pm:static:photonmelodies11.rio.003:1347879948:00145931","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","清十郎","【清十郎】「は、<03>はい…<03>…<03>」<01>","【清十郎】「是、<03>是有些兴趣……<03>……<03>」<01>"
"2731","pm:static:photonmelodies11.rio.003:1347879948:00146011","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ヘルガローゼ","【ヘルガローゼ】「ルナテレジア、<03>それくらいにしておけ。
清十郎にも予定があるのだ――そうだな清十郎？！」<01>","【赫尔加罗泽】「露娜特蕾西娅，<03>差不多到此为止吧。
清十郎也还有安排――对吧，清十郎？！」<01>"
"2732","pm:static:photonmelodies11.rio.003:1347879948:00146457","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「そ、<03>そうよ！　清十郎は今日のレポートも残ってるし、<03>明日も私に起こされるとか、<03>とにかく忙しいのよ！」<01>","【伊尔芙莉德】「对、<03>对啊！　清十郎今天的报告还没写，<03>明天还要被我叫醒，<03>总之忙得很呢！」<01>"
"2733","pm:static:photonmelodies11.rio.003:1347879948:00146983","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","","1:――なにそれ最後のッ！！！？？？<01>","1:――最后那个是什么啊！！！？？？<01>"
"2734","pm:static:photonmelodies11.rio.003:1347879948:00147145","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ルナテレジア","【ルナテレジア】「まあ、<03>それは残念。
一昨日のように、<03>清十郎君と心ゆくまでお話ししたかったですわ」<01>","【露娜特蕾西娅】「哎呀，<03>那真遗憾。
我还想像前天那样，<03>和清十郎尽情聊个痛快呢」<01>"
"2735","pm:static:photonmelodies11.rio.003:1347879948:00147551","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","清十郎","【清十郎】「は、<03>はい…<03>…<03>」<01>","【清十郎】「是、<03>是……<03>……<03>」<01>"
"2736","pm:static:photonmelodies11.rio.003:1347879948:00147665","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","","…<03>…<03>申し訳ありませんヴィッツレーベン少尉、<03>次回は…<03>…<03>もう勘弁してください。<01>","…<03>…<03>非常抱歉，维茨莱本少尉，<03>下次…<03>…<03>还请饶了我吧。<01>"
"2737","pm:static:photonmelodies11.rio.003:1347879948:00148053","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","清十郎","【清十郎】「いやしかし…<03>…<03>ヴィッツレーベン少尉の戦術機・愛には、<03>この清十郎脱帽しました」<01>","【清十郎】「不过…<03>…<03>维茨莱本少尉对战术机的爱，<03>令不才清十郎甘拜下风」<01>"
"2738","pm:static:photonmelodies11.rio.003:1347879948:00148355","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「…<03>…<03>清十郎。
ルナはね、<03>戦術機を婿にするって噂されるくらいなのよ…<03>…<03>」<01>","【伊尔芙莉德】「……<03>……<03>清十郎。
露娜啊，<03>大家都传她迟早会招一架战术机做丈夫呢……<03>……<03>」<01>"
"2739","pm:static:photonmelodies11.rio.003:1347879948:00148685","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「それに、<03>こう見えて操縦は上手いんだけど荒っぽいのよ。
整備士泣かせで困ったものなのよ」<01>","【伊尔芙莉德】「而且，<03>别看她这样，驾驶技术虽好，动作却相当粗暴。
简直是维修师的噩梦，真让人头疼。<01>"
"2740","pm:static:photonmelodies11.rio.003:1347879948:00149175","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ルナテレジア","【ルナテレジア】「いやですわイルフィ、<03>こう見えて――なんて人聞きの悪い。
機体のポテンシャルを効率よく引き出す術を考えてのことですのに」<01>","【露娜特蕾西娅】「哎呀，伊尔菲，<03>什么叫‘别看我这样’――传出去多难听。
我只是想设法高效发挥机体的潜能而已。<01>"
"2741","pm:static:photonmelodies11.rio.003:1347879948:00149649","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","","そうなのか、<03>ヴィッツレーベン少尉に意外な一面が――いや、<03>あれだけ戦術機の話をされた後では、<03>意外でもないか…<03>…<03>。<01>","原来如此，<03>维茨莱本少尉竟也有这样意外的一面――不，<03>听她讲了那么多战术机之后，<03>这也不算意外了…<03>…<03>。<01>"
"2742","pm:static:photonmelodies11.rio.003:1347879948:00150153","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","","むしろ当然…<03>…<03>俺は呆然…<03>…<03>。<01>","倒不如说，这是当然……<03>……<03>而我只剩茫然……<03>……<03>。<01>"
"2743","pm:static:photonmelodies11.rio.003:1347879948:00150375","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","清十郎","【清十郎】「確かに…<03>…<03>。
意外性というものを堪能しました…<03>…<03>」<01>","【清十郎】「确实……<03>……<03>。
我算是充分领教何谓出人意料了……<03>……<03>」<01>"
"2744","pm:static:photonmelodies11.rio.003:1347879948:00150577","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","","三人の中では最も大人しい印象であったが、<03>その実、<03>最もタフであったとは…<03>…<03>。<01>","三人之中，她给人的印象最为文静，<03>没想到骨子里<03>最强悍的反而是她……<03>……<03>。<01>"
"2745","pm:static:photonmelodies11.rio.003:1347879948:00151027","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ルナテレジア","【ルナテレジア】「こう見えて――というならヘルガこそ、<03>その道の大家でしょうに」<01>","【露娜特蕾西娅】「要说‘别看她这样’，赫尔加<03>才是这方面的行家吧」<01>"
"2746","pm:static:photonmelodies11.rio.003:1347879948:00151365","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ヘルガローゼ","【ヘルガローゼ】「私に矛先を向けるなルナテレジア。
巻き込まないでくれ…<03>…<03>」<01>","【赫尔加罗泽】「别把矛头指向我，露娜特蕾西娅。
别拉我下水……<03>……<03>」<01>"
"2747","pm:static:photonmelodies11.rio.003:1347879948:00151617","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「そうそう、<03>凛々しく見せてるけど、<03>実はヘルガ、<03>すっっごく可愛いんだから」<01>","【伊尔芙莉德】「对对，<03>她看起来英气逼人，<03>其实赫尔加啊，<03>可爱得不得了」<01>"
"2748","pm:static:photonmelodies11.rio.003:1347879948:00152035","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ヘルガローゼ","【ヘルガローゼ】「よせイルフリーデ――！　わ、<03>私は少しも可愛くないぞ…<03>…<03>っ！！」<01>","【赫尔加罗泽】「别说了，伊尔芙莉德――！　我、<03>我一点也不可爱…<03>…<03>！」<01>"
"2749","pm:static:photonmelodies11.rio.003:1347879948:00152325","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","","…<03>…<03>ああ、<03>ファルケンマイヤー少尉も、<03>フォイルナー少尉にはご苦労されているのですね？<01>","……<03>……<03>原来如此，<03>法尔肯迈尔少尉<03>也没少被福伊尔纳少尉折腾吧？<01>"
"2750","pm:static:photonmelodies11.rio.003:1347879948:00152557","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","","わかります…<03>…<03>わかりますともそのお気持ち。
なんでしょう…<03>…<03>傍迷惑な友人とでも言うのでしょうか？とても他人事とは思えませんなぁ…<03>…<03>。<01>","我懂……<03>……<03>我太懂这种心情了。
怎么说呢……<03>……<03>就是那种净给身边人添麻烦的朋友吧？实在没法把这当成别人的事……<03>……<03>。<01>"
"2751","pm:static:photonmelodies11.rio.003:1347879948:00153081","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「この前の休暇に３人でリバプールに行ったんだけど、<03>途中でヘルガがいなくなったのよ――」<01>","【伊尔芙莉德】「前阵子休假时，我们三个人去了利物浦，<03>结果中途赫尔加不见了――」<01>"
"2752","pm:static:photonmelodies11.rio.003:1347879948:00153471","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ヘルガローゼ","【ヘルガローゼ】「よせイルフリーデ！　そ、<03>それは――」<01>","【赫尔加罗泽】「别说了，伊尔芙莉德！　那、<03>那件事――」<01>"
"2753","pm:static:photonmelodies11.rio.003:1347879948:00153665","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「それでルナとふたりで、<03>いないね～なんて言いながら探してたら…<03>…<03>どこにいたと思う？！」<01>","【伊尔芙莉德】「后来我和露娜<03>一边念叨她跑哪儿去了，一边到处找……<03>……<03>你猜她在哪儿？！」<01>"
"2754","pm:static:photonmelodies11.rio.003:1347879948:00154013","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","清十郎","【清十郎】「そうですね…<03>…<03>骨董の刀剣屋――という感じでしょうかね？」<01>","【清十郎】「让我想想……<03>……<03>是在古董刀剑店之类的地方？」<01>"
"2755","pm:static:photonmelodies11.rio.003:1347879948:00154369","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「まあ、<03>そういうイメージよねえ…<03>…<03>ヘルガって」<01>","【伊尔芙莉德】「嗯，<03>大家都会这么想吧……<03>……<03>毕竟是赫尔加嘛」<01>"
"2756","pm:static:photonmelodies11.rio.003:1347879948:00154587","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ヘルガローゼ","【ヘルガローゼ】「――よせっ、<03>止めろ…<03>…<03>止めてくれぇ！」<01>","【赫尔加罗泽】「――别、<03>别说了……<03>……<03>求你别说了！」<01>"
"2757","pm:static:photonmelodies11.rio.003:1347879948:00154781","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「なんとこの人――ソフトクリームの行列に並んでましたっ！」<01>","【伊尔芙莉德】「结果这个人――居然在排队买软冰淇淋！」<01>"
"2758","pm:static:photonmelodies11.rio.003:1347879948:00155013","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ヘルガローゼ","【ヘルガローゼ】「――わ～～～！　わ～～～～～！」<01>","【赫尔加罗泽】「――哇～～～！　哇～～～～～！」<01>"
"2759","pm:static:photonmelodies11.rio.003:1347879948:00155125","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「――こう見えてこの人、<03>甘い物大っっ好きです！！」<01>","【伊尔芙莉德】「――别看她这样，<03>她可最喜欢甜食了！！」<01>"
"2760","pm:static:photonmelodies11.rio.003:1347879948:00155405","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","ヘルガローゼ","【ヘルガローゼ】「――わ～～～！　わ～～～～～！！　わ～～～～～～！！！」<01>","【赫尔加罗泽】「――哇～～～！　哇～～～～～！！　哇～～～～～～！！！」<01>"
"2761","pm:static:photonmelodies11.rio.003:1347879948:00155551","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1347879948","イルフリーデ","【イルフリーデ】「――注文したソフトクリームは濃縮還元合成バナナ味でしたっ！！」<01>","【伊尔芙莉德】「――她点的软冰淇淋，还是浓缩还原合成香蕉味的！！」<01>"
