jp,cn,status,chapter,source,source_row,source_status,occurrences,basis
最大傾斜,最大坡度,confirmed,时空的欠片,pm-shard-baseline,176,confirmed,3,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
正拳,正拳,confirmed,时空的欠片,pm-shard-baseline,177,confirmed,3,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
水着専門店,泳装专卖店,confirmed,时空的欠片,pm-shard-baseline,178,confirmed,3,第二遍行级证据（1条）；类别：第二遍术语证据
無現鬼道流,无现鬼道流,confirmed,时空的欠片,pm-shard-baseline,179,confirmed,3,本篇审定；类别：已审定术语
猛吹雪,暴风雪,confirmed,时空的欠片,pm-shard-baseline,180,confirmed,3,第二遍行级证据（1条）；类别：第二遍术语证据
皆琉神威,皆琉神威,confirmed,时空的欠片,pm-shard-baseline,181,confirmed,3,本篇审定（命名保留）；类别：已审定术语
目的地,目的地,confirmed,时空的欠片,pm-shard-baseline,182,confirmed,3,公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语
真耶・月詠,真耶、月咏,confirmed,时空的欠片,pm-shard-baseline,183,confirmed,3,说话人名/称谓，需要固定。 | 最终全文说话人标签：3/3；类别：speaker/name-or-title / 说话人标签
純夏・美琴・壬姫,纯夏、美琴、壬姬,confirmed,时空的欠片,pm-shard-baseline,184,confirmed,3,说话人名/称谓，需要固定。 | 最终全文说话人标签：2/2；类别：speaker/name-or-title / 说话人标签
警備官１,警卫1,confirmed,时空的欠片,pm-shard-baseline,185,confirmed,3,说话人名/称谓，需要固定。 | 最终全文说话人标签：3/3；类别：speaker/name-or-title / 说话人标签
超上級コース,超高级雪道,confirmed,时空的欠片,pm-shard-baseline,186,confirmed,3,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
高原,高原,confirmed,时空的欠片,pm-shard-baseline,187,confirmed,3,说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1；类别：speaker/name-or-title / 说话人标签
鮭児,鲑儿,confirmed,时空的欠片,pm-shard-baseline,188,confirmed,3,本篇审定；类别：已审定术语
麻倉,麻仓,confirmed,时空的欠片,pm-shard-baseline,189,confirmed,3,说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1；类别：speaker/name-or-title / 说话人标签
お年玉,压岁钱,confirmed,时空的欠片,pm-shard-baseline,190,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
ご先祖様,老祖宗,confirmed,时空的欠片,pm-shard-baseline,191,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
みゅうきぃ,缪琪,confirmed,时空的欠片,pm-shard-baseline,192,confirmed,2,本篇审定（戏仿专名） | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
やおい,耽美,confirmed,时空的欠片,pm-shard-baseline,193,confirmed,2,本篇审定 | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
アロハオエ,阿罗哈奥埃,confirmed,时空的欠片,pm-shard-baseline,194,confirmed,2,本篇审定 | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
ウェアの下,滑雪裤,confirmed,时空的欠片,pm-shard-baseline,195,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
ギャラ,出场费,confirmed,时空的欠片,pm-shard-baseline,196,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
クリプティッド,神秘动物,confirmed,时空的欠片,pm-shard-baseline,197,confirmed,2,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
コナソ,《柯楠》,confirmed,时空的欠片,pm-shard-baseline,198,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
スーツ,西装,confirmed,时空的欠片,pm-shard-baseline,199,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
チェックのビキニ,格纹比基尼,confirmed,时空的欠片,pm-shard-baseline,200,confirmed,2,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
バトルロイヤル,大乱斗,confirmed,时空的欠片,pm-shard-baseline,201,confirmed,2,第二遍行级证据（2条）；类别：第二遍术语证据
パウル・ラダビノッド,保罗·拉达比诺德,confirmed,时空的欠片,pm-shard-baseline,202,confirmed,2,主库术语表 | 公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语 / 已审定术语
ヒロシ,宙,confirmed,时空的欠片,pm-shard-baseline,203,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
ピンクのビキニ,粉色比基尼,confirmed,时空的欠片,pm-shard-baseline,204,confirmed,2,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
ブラウンのハイレグ,棕色高叉泳装,confirmed,时空的欠片,pm-shard-baseline,205,confirmed,2,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
ホワイトハウス,白宫,confirmed,时空的欠片,pm-shard-baseline,206,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
ヤキソバ大盛り特盛りダブル,炒面大份特盛双倍,confirmed,时空的欠片,pm-shard-baseline,207,confirmed,2,第二遍行级证据（2条）；类别：第二遍术语证据
レオタード,紧身衣,confirmed,时空的欠片,pm-shard-baseline,208,confirmed,2,本篇审定 | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
ワンピース,连体泳装,confirmed,时空的欠片,pm-shard-baseline,209,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
中尉,中尉,confirmed,时空的欠片,pm-shard-baseline,210,confirmed,2,公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语
四回転半,四周半,confirmed,时空的欠片,pm-shard-baseline,211,confirmed,2,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
寝技,地面技,confirmed,时空的欠片,pm-shard-baseline,212,confirmed,2,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
平君,平同学,confirmed,时空的欠片,pm-shard-baseline,213,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
操縦桿,操纵杆,confirmed,时空的欠片,pm-shard-baseline,214,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
未臨界実験,次临界试验,confirmed,时空的欠片,pm-shard-baseline,215,confirmed,2,本篇审定；类别：已审定术语
横浜基地,横滨基地,confirmed,时空的欠片,pm-shard-baseline,216,confirmed,2,主库术语表 | 公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语 / 已审定术语
武・純夏・悠陽・霞,武、纯夏、悠阳、霞,confirmed,时空的欠片,pm-shard-baseline,217,confirmed,2,说话人名/称谓，需要固定。 | 最终全文说话人标签：2/2；类别：speaker/name-or-title / 说话人标签
決勝トーナメント,决赛淘汰赛,confirmed,时空的欠片,pm-shard-baseline,218,confirmed,2,决赛淘汰赛.; Tournament stage term.；类别：batch_term
火星,火星,confirmed,时空的欠片,pm-shard-baseline,219,confirmed,2,公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语
煌奉如月,煌奉如月,confirmed,时空的欠片,pm-shard-baseline,220,confirmed,2,本篇审定（命名保留）；类别：已审定术语
白のワンピース,白色连体泳装,confirmed,时空的欠片,pm-shard-baseline,221,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
社霞,社霞,confirmed,时空的欠片,pm-shard-baseline,222,confirmed,2,主库术语表 | 公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语 / 已审定术语
純夏・壬姫・霞,纯夏、壬姬、霞,confirmed,时空的欠片,pm-shard-baseline,223,confirmed,2,说话人名/称谓，需要固定。 | 最终全文说话人标签：2/2；类别：speaker/name-or-title / 说话人标签
純夏・柏木・壬姫・美琴,纯夏、柏木、壬姬、美琴,confirmed,时空的欠片,pm-shard-baseline,224,confirmed,2,说话人名/称谓，需要固定。 | 最终全文说话人标签：2/2；类别：speaker/name-or-title / 说话人标签
紫のビキニ,紫色比基尼,confirmed,时空的欠片,pm-shard-baseline,225,confirmed,2,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
紺のハイレグ,藏青色高叉泳装,confirmed,时空的欠片,pm-shard-baseline,226,confirmed,2,本篇审定 | 第二遍行级证据（2条）；类别：已审定术语 / 第二遍术语证据
絆,羁绊,confirmed,时空的欠片,pm-shard-baseline,227,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
美琴・武,美琴、武,confirmed,时空的欠片,pm-shard-baseline,228,confirmed,2,说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1；类别：speaker/name-or-title / 说话人标签
腐女子,腐女,confirmed,时空的欠片,pm-shard-baseline,229,confirmed,2,本篇审定 | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
薪ストーブ,柴炉,confirmed,时空的欠片,pm-shard-baseline,230,confirmed,2,本篇审定 | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
蛇行,蜿蜒,confirmed,时空的欠片,pm-shard-baseline,231,confirmed,2,第二遍行级证据（1条）；类别：第二遍术语证据
軍人,军人,confirmed,时空的欠片,pm-shard-baseline,232,confirmed,2,公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语
軍隊,军队,confirmed,时空的欠片,pm-shard-baseline,233,confirmed,2,公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语
速瀬水月,速濑水月,confirmed,时空的欠片,pm-shard-baseline,234,confirmed,2,主库术语表 | 公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语 / 已审定术语
鎧衣美琴,铠衣美琴,confirmed,时空的欠片,pm-shard-baseline,235,confirmed,2,主库术语表 | 公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语 / 已审定术语
鑑純夏,鉴纯夏,confirmed,时空的欠片,pm-shard-baseline,236,confirmed,2,主库术语表 | 公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语 / 已审定术语
ＣＯＭ,COM,confirmed,时空的欠片,pm-shard-baseline,237,confirmed,2,第二遍行级证据（2条）；类别：第二遍术语证据
おばちゃん１,大婶1,confirmed,时空的欠片,pm-shard-baseline,238,confirmed,1,说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1；类别：speaker/name-or-title / 说话人标签
おばちゃん２,大婶2,confirmed,时空的欠片,pm-shard-baseline,239,confirmed,1,说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1；类别：speaker/name-or-title / 说话人标签
おばちゃん３,大婶3,confirmed,时空的欠片,pm-shard-baseline,240,confirmed,1,说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1；类别：speaker/name-or-title / 说话人标签
しまくりスト,彻底斯特,confirmed,时空的欠片,pm-shard-baseline,241,confirmed,1,本篇审定（文字游戏） | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
なっくるぼんばー,铁拳轰炸,confirmed,时空的欠片,pm-shard-baseline,242,confirmed,1,本篇审定（节目梗） | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
まぴ子,玛皮子,confirmed,时空的欠片,pm-shard-baseline,243,confirmed,1,本篇审定（戏仿专名） | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
みちる・水月,美知留、水月,confirmed,时空的欠片,pm-shard-baseline,244,confirmed,1,说话人名/称谓，需要固定。 | 最终全文说话人标签：1/1；类别：speaker/name-or-title / 说话人标签
アドレナリン,肾上腺素,confirmed,时空的欠片,pm-shard-baseline,245,confirmed,1,本篇审定 | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
イリーナ・ピアティフ,伊莉娜·皮亚蒂芙,confirmed,时空的欠片,pm-shard-baseline,246,confirmed,1,本篇审定；类别：已审定术语
インペリアル,帝国,confirmed,时空的欠片,pm-shard-baseline,247,confirmed,1,公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语
エロ大臣タケル爆誕シリーズ,《色鬼大臣武横空出世》系列,confirmed,时空的欠片,pm-shard-baseline,248,confirmed,1,第二遍行级证据（1条）；类别：第二遍术语证据
エロ大臣爆誕,色鬼大臣横空出世,confirmed,时空的欠片,pm-shard-baseline,249,confirmed,1,第二遍行级证据（1条）；类别：第二遍术语证据
オーストラリア,澳大利亚,confirmed,时空的欠片,pm-shard-baseline,250,confirmed,1,公共总表；须以本篇最终正文核对适用语境；类别：公共总表术语
カジノチップ,赌场筹码,confirmed,时空的欠片,pm-shard-baseline,251,confirmed,1,本篇审定 | 第二遍行级证据（1条）；类别：已审定术语 / 第二遍术语证据
クワドラプルアクセル,四周半阿克塞尔跳,confirmed,时空的欠片,pm-shard-baseline,252,confirmed,1,第二遍行级证据（1条）；类别：第二遍术语证据
